,location,total_sqft,bath,price,bhk
2380,Yelahanka,1036.0,2.0,39.35,2
2381,Marathahalli,1583.0,3.0,105.0,3
2382,7th Phase JP Nagar,3300.0,4.0,150.0,4
2383,Padmanabhanagar,1100.0,2.0,65.0,2
2384,Thyagaraja Nagar,800.0,1.0,100.0,1
2385,Vittasandra,1246.0,2.0,65.0,2
2386,Dodda Nekkundi,850.0,2.0,28.0,2
2387,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
2388,Thanisandra,1697.0,3.0,114.0,3
2389,TC Palaya,1000.0,2.0,64.0,2
2390,HRBR Layout,1567.0,3.0,90.0,3
2391,Anekal,1200.0,1.0,36.0,2
2392,Sarjapur  Road,3750.0,6.0,290.0,4
2393,other,950.0,2.0,45.0,2
2394,other,1022.0,2.0,52.0,2
2395,Kammasandra,1018.0,2.0,23.45,2
2396,other,2000.0,3.0,25.0,4
2397,Bharathi Nagar,1322.0,2.0,68.0,2
2398,Marsur,1800.0,4.0,145.0,4
2399,Doddakallasandra,1460.0,2.0,58.39,3
2400,other,990.0,2.0,44.55,2
2401,other,2400.0,3.0,260.0,3
2402,Whitefield,1635.0,2.0,85.0,3
2403,Rajaji Nagar,3526.0,4.0,558.0,4
2404,Padmanabhanagar,3400.0,3.0,210.0,4
2405,other,2770.0,3.0,460.0,3
2406,EPIP Zone,3035.0,5.0,200.0,4
2407,other,1533.0,3.0,85.0,3
2408,Akshaya Nagar,1720.0,3.0,134.0,3
2409,Frazer Town,2000.0,3.0,200.0,3
2410,Yeshwanthpur,1185.0,2.0,75.84,2
2411,Varthur Road,900.0,2.0,27.0,2
2412,Attibele,395.0,1.0,10.25,1
2413,Electronic City Phase II,1031.0,2.0,56.35,2
2414,other,2400.0,8.0,650.0,6
2415,Thanisandra,2650.0,4.0,240.0,4
2416,Basaveshwara Nagar,2400.0,5.0,415.0,5
2417,Uttarahalli,1330.0,2.0,46.55,3
2418,Hennur,1259.0,2.0,57.0,2
2419,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
2420,Bisuvanahalli,1075.0,2.0,36.0,3
2421,Whitefield,1216.0,2.0,79.0,2
2422,Sarjapur  Road,1428.0,2.0,66.0,3
2423,Begur Road,1160.0,2.0,40.59,2
2424,other,600.0,2.0,110.0,3
2425,other,1475.0,3.0,70.0,3
2426,Harlur,1754.0,3.0,135.0,3
2427,Rayasandra,1639.0,3.0,83.0,3
2428,Hennur Road,1804.0,3.0,102.0,3
2429,Whitefield,1200.0,3.0,56.2,3
2430,other,1135.0,2.0,55.0,2
2431,Begur Road,1260.0,2.0,46.62,2
2432,other,1440.0,5.0,110.0,5
2433,Hennur Road,2160.0,3.0,160.0,3
2434,Rayasandra,700.0,6.0,85.0,7
2435,Rachenahalli,1220.0,2.0,59.5,2
2436,Margondanahalli,1200.0,2.0,67.0,2
2437,Yelahanka,1300.0,2.0,65.0,2
2438,Cox Town,605.0,1.0,29.0,1
2439,Vijayanagar,1230.0,4.0,210.0,6
2440,Bhoganhalli,1444.0,2.0,75.97,2
2441,Amruthahalli,924.0,2.0,45.0,2
2442,Kaikondrahalli,1000.0,2.0,30.0,2
2443,Vishveshwarya Layout,600.0,4.0,95.0,4
2444,other,1200.0,3.0,225.0,3
2445,Bisuvanahalli,845.0,2.0,29.0,2
2446,Kanakpura Road,700.0,2.0,35.0,2
2447,Kothanur,1187.0,2.0,58.0,2
2448,Kaggadasapura,1625.0,3.0,55.0,3
2449,Devarachikkanahalli,1200.0,2.0,83.0,2
2450,other,1452.55,2.0,110.0,2
2451,other,2357.0,3.0,151.0,3
2452,Kaval Byrasandra,1200.0,2.0,49.5,2
2453,Budigere,1139.0,2.0,56.85,2
2454,Basavangudi,600.0,1.0,97.5,1
2455,Kanakpura Road,1660.0,3.0,75.0,3
2456,other,1170.0,2.0,105.0,2
2457,Somasundara Palya,1448.0,2.0,68.0,2
2458,Kadugodi,1762.0,3.0,110.0,3
2459,Kaggadasapura,1105.0,2.0,38.65,2
2460,Yelahanka,1825.0,3.0,105.0,3
2461,Bhoganhalli,296.0,1.0,22.89,1
2462,other,1200.0,4.0,85.0,5
2463,Thanisandra,1185.0,2.0,43.0,2
2464,Electronic City Phase II,1320.0,2.0,38.12,3
2465,Hulimavu,1058.0,2.0,48.0,2
2466,Bellandur,1220.0,2.0,60.0,2
2467,Sarjapur,925.0,2.0,25.0,2
2468,Old Madras Road,1200.0,2.0,72.0,2
2469,Kengeri,1160.0,2.0,40.6,3
2470,Kengeri Satellite Town,600.0,4.0,72.0,3
2471,other,1411.0,3.0,91.72,3
2472,Bannerghatta Road,1550.0,3.0,78.0,3
2473,Green Glen Layout,3250.0,4.0,230.0,4
2474,Haralur Road,2475.0,4.0,130.0,3
2475,Jakkur,3181.0,2.0,260.5,4
2476,7th Phase JP Nagar,2503.0,4.0,188.0,4
2477,Marathahalli,2524.0,5.0,190.0,4
2478,Kaggadasapura,1063.0,2.0,42.0,2
2479,Kanakpura Road,1077.0,2.0,37.7,2
2480,other,1200.0,3.0,44.0,2
2481,Hosakerehalli,1500.0,3.0,70.0,4
2482,Jalahalli,1045.0,2.0,76.77,2
2483,Kanakapura,1290.0,2.0,45.15,3
2484,Hoodi,1400.0,2.0,78.0,2
2485,Begur Road,1600.0,3.0,58.14,3
2486,other,3095.0,3.0,375.0,3
2487,Nagavara,1545.0,2.0,58.0,3
2488,Sarjapur  Road,1680.0,3.0,112.0,3
2489,other,1350.0,2.0,67.5,2
2490,Gottigere,950.0,2.0,38.0,2
2491,Thanisandra,1050.0,2.0,45.0,2
2492,Banashankari Stage V,1305.0,2.0,49.0,3
2493,Hosakerehalli,800.0,4.0,120.0,4
2494,Kodichikkanahalli,2700.0,7.0,125.0,5
2495,other,1100.0,3.0,78.0,3
2496,Thanisandra,3500.0,5.0,160.0,6
2497,Begur Road,1634.0,3.0,83.33,3
2498,Prithvi Layout,1352.0,2.0,85.0,2
2499,Balagere,1145.0,2.0,65.0,2
2500,other,1240.0,2.0,43.79,2
2501,7th Phase JP Nagar,2200.0,3.0,190.0,3
2502,Bommasandra Industrial Area,1020.0,2.0,39.0,2
2503,other,3600.0,4.0,365.0,4
2504,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
2505,Electronic City Phase II,1205.0,2.0,75.0,2
2506,Yeshwanthpur,1195.0,2.0,100.0,2
2507,CV Raman Nagar,1028.0,2.0,49.0,2
2508,other,1175.0,2.0,48.27,2
2509,Pai Layout,1550.0,2.0,90.0,3
2510,Yeshwanthpur,1826.0,3.0,165.0,3
2511,Hoodi,2400.0,5.0,160.0,5
2512,Yelahanka,1603.0,3.0,96.0,3
2513,Marathahalli,1350.0,3.0,72.0,3
2514,KR Puram,714.0,1.0,28.0,1
2515,Whitefield,1215.0,2.0,65.0,2
2516,Malleshpalya,1405.0,2.0,77.0,3
2517,KR Puram,1142.0,2.0,51.0,2
2518,other,4000.0,4.0,170.0,4
2519,Whitefield,1870.0,3.0,90.0,3
2520,Subramanyapura,1313.0,2.0,73.0,2
2521,other,1945.0,3.0,120.0,3
2522,Thanisandra,1573.0,3.0,95.0,3
2523,Sarjapur  Road,1255.0,2.0,92.0,2
2524,Benson Town,1400.0,3.0,91.15,4
2525,Kannamangala,1235.0,2.0,43.63,2
2526,Sarjapur  Road,1380.0,2.0,52.0,3
2527,Ramamurthy Nagar,1500.0,9.0,250.0,7
2528,Vittasandra,1238.0,2.0,67.0,2
2529,other,1465.0,2.0,74.72,3
2530,Thigalarapalya,1418.0,2.0,103.0,2
2531,other,1650.0,3.0,165.0,3
2532,Anekal,351.0,1.0,16.0,1
2533,Uttarahalli,1279.0,2.0,48.0,2
2534,Kasavanhalli,1870.0,3.0,200.0,3
2535,other,1500.0,5.0,230.0,4
2536,Hebbal,2526.0,2.0,250.0,3
2537,other,1550.0,2.0,150.0,3
2538,Rajaji Nagar,3539.5,2.0,424.5,4
2539,Uttarahalli,1845.0,2.0,68.27,3
2540,other,1360.0,2.0,59.27,3
2541,other,1150.0,2.0,75.0,3
2542,Whitefield,1260.0,2.0,49.5,2
2543,other,1200.0,3.0,74.0,3
2544,Dasanapura,965.0,2.0,42.5,2
2545,Hoodi,1350.0,2.0,48.0,3
2546,Bhoganhalli,1447.0,2.0,75.97,2
2547,other,1229.0,3.0,86.03,3
2548,Kudlu,1027.0,2.0,43.0,2
2549,Gottigere,1153.0,2.0,48.5,2
2550,Whitefield,2856.0,5.0,145.5,4
2551,Malleshpalya,1065.0,2.0,50.0,2
2552,other,1030.0,2.0,61.0,2
2553,Mallasandra,1340.0,2.0,61.0,2
2554,Marathahalli,4000.0,5.0,212.0,4
2555,other,600.0,1.0,32.0,1
2556,Begur Road,1410.0,2.0,44.42,3
2557,Varthur,1055.0,2.0,45.35,2
2558,Yelahanka,1304.0,2.0,79.0,2
2559,Sadashiva Nagar,2720.0,4.0,485.0,4
2560,Kammasandra,990.0,2.0,31.5,2
2561,7th Phase JP Nagar,1035.0,2.0,39.33,2
2562,Tumkur Road,700.0,1.0,30.09,1
2563,Sonnenahalli,1120.0,2.0,43.0,2
2564,Haralur Road,1300.0,2.0,73.0,2
2565,Tumkur Road,1239.0,2.0,82.0,2
2566,Sarjapur  Road,1403.0,3.0,51.63,3
2567,Hosa Road,1365.0,2.0,92.0,2
2568,other,1165.0,2.0,135.0,2
2569,Subramanyapura,1130.0,2.0,45.19,3
2570,Green Glen Layout,1776.42,3.0,105.0,3
2571,Vidyaranyapura,900.0,4.0,175.0,4
2572,Haralur Road,1194.0,2.0,47.0,2
2573,other,1107.0,2.0,33.0,2
2574,Nagavara,2319.0,3.0,180.0,3
2575,other,1520.0,3.0,80.0,3
2576,Kannamangala,1536.0,3.0,89.0,3
2577,other,3000.0,4.0,240.0,4
2578,other,1050.0,2.0,38.0,2
2579,Hoodi,1850.0,3.0,146.0,3
2580,Billekahalli,1112.0,2.0,62.0,2
2581,Marathahalli,1535.0,3.0,72.5,3
2582,Kanakpura Road,1050.0,2.0,35.0,2
2583,Banashankari,2400.0,3.0,370.0,4
2584,7th Phase JP Nagar,1250.0,3.0,65.0,3
2585,Kalena Agrahara,1187.0,2.0,52.0,2
2586,9th Phase JP Nagar,1164.0,2.0,56.0,2
2587,Electronic City Phase II,1395.0,2.0,62.78,3
2588,Arekere,2072.0,3.0,108.0,3
2589,Kanakpura Road,1450.0,3.0,60.91,3
2590,Bannerghatta Road,1550.0,3.0,82.0,3
2591,other,1315.0,2.0,90.0,2
2592,Hebbal,3067.0,4.0,230.0,4
2593,other,1210.0,2.0,72.0,2
2594,Bisuvanahalli,1075.0,2.0,47.0,3
2595,other,11338.0,9.0,1000.0,6
2596,other,1215.0,3.0,42.2,3
2597,Kaggadasapura,1470.0,2.0,75.0,3
2598,Dodsworth Layout,30000.0,4.0,2100.0,4
2599,Hosur Road,1590.0,2.0,125.0,3
2600,Kanakpura Road,1050.0,2.0,36.75,2
2601,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
2602,Malleshwaram,2000.0,3.0,250.0,3
2603,other,1445.0,3.0,64.0,3
2604,Sarjapur  Road,1220.0,3.0,58.0,3
2605,Sarjapur,3190.0,3.0,160.0,4
2606,Ramagondanahalli,1215.0,2.0,51.26,2
2607,Budigere,1920.0,2.0,88.0,3
2608,Dodda Nekkundi,1390.0,2.0,60.0,2
2609,Battarahalli,800.0,2.0,75.0,3
2610,Nagarbhavi,600.0,3.0,100.0,3
2611,Hoodi,1196.0,2.0,71.74,2
2612,Bannerghatta Road,1550.0,2.0,75.0,3
2613,Thigalarapalya,1418.0,2.0,101.0,2
2614,Varthur Road,1655.0,3.0,115.0,3
2615,KR Puram,1115.0,2.0,33.45,2
2616,other,1170.0,2.0,68.0,2
2617,Anekal,1035.0,2.0,38.3,2
2618,Singasandra,1306.0,2.0,58.0,3
2619,Kengeri,750.0,2.0,22.0,2
2620,Thanisandra,1917.0,3.0,122.0,3
2621,Kaggadasapura,1615.0,3.0,58.0,3
2622,Marathahalli,1071.0,2.0,52.25,2
2623,Koramangala,1325.0,2.0,119.0,2
2624,Malleshwaram,3000.0,4.0,900.0,7
2625,5th Phase JP Nagar,1400.0,2.0,88.0,3
2626,Tumkur Road,1246.0,2.0,82.0,2
2627,Sarjapur,1215.0,2.0,40.0,2
2628,Munnekollal,1200.0,2.0,49.5,2
2629,other,450.0,3.0,53.0,4
2630,Kodigehaali,1200.0,2.0,60.0,2
2631,Kaval Byrasandra,945.0,2.0,50.0,2
2632,Benson Town,4460.0,5.0,650.0,4
2633,Hormavu,1175.0,2.0,52.0,2
2634,Whitefield,920.0,2.0,63.0,2
2635,Hosakerehalli,3024.0,5.0,350.0,4
2636,other,1600.0,2.0,110.0,2
2637,Sanjay nagar,750.0,2.0,110.0,4
2638,other,2400.0,4.0,700.0,4
2639,other,955.0,1.0,34.01,2
2640,Ardendale,1750.0,3.0,100.0,3
2641,Uttarahalli,1425.0,2.0,64.0,3
2642,Basavangudi,2150.0,3.0,265.0,3
2643,Whitefield,1165.0,2.0,40.5,2
2644,Kaggadasapura,1050.0,2.0,48.0,2
2645,other,1370.0,2.0,75.0,3
2646,Electronic City,1374.0,2.0,72.0,3
2647,Harlur,1754.0,3.0,124.0,3
2648,Kothanur,1847.0,3.0,110.0,3
2649,Ambedkar Nagar,1850.0,4.0,139.0,3
2650,Chikka Tirupathi,3297.0,3.0,135.0,3
2651,other,1187.0,2.0,45.0,2
2652,Bommasandra Industrial Area,1400.0,2.0,40.44,3
2653,other,600.0,2.0,30.0,3
2654,Chamrajpet,1350.0,2.0,180.0,2
2655,Doddaballapur,3000.0,2.0,120.0,3
2656,Thanisandra,693.0,1.0,34.3,1
2657,Dairy Circle,1980.0,3.0,224.0,3
2658,KR Puram,1021.0,2.0,48.0,2
2659,Thigalarapalya,1165.0,2.0,95.0,2
2660,Horamavu Agara,1756.0,3.0,92.0,3
2661,Bharathi Nagar,1739.0,3.0,105.0,3
2662,Varthur,1280.0,2.0,65.0,2
2663,Marathahalli,1215.0,2.0,58.86,2
2664,Munnekollal,950.0,2.0,46.5,2
2665,Kengeri,1082.0,2.0,49.0,3
2666,7th Phase JP Nagar,1050.0,2.0,42.0,2
2667,Devanahalli,1080.0,2.0,53.35,2
2668,Arekere,1100.0,2.0,55.0,2
2669,Ardendale,3200.0,4.0,205.0,4
2670,Sarjapur  Road,1311.0,2.0,78.0,2
2671,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
2672,Begur Road,1160.0,2.0,36.0,2
2673,Whitefield,1170.0,2.0,71.0,2
2674,Kengeri,1155.0,2.0,40.6,2
2675,Hebbal,1255.0,2.0,77.68,3
2676,Rayasandra,1065.0,2.0,44.95,2
2677,Neeladri Nagar,674.0,1.0,21.0,1
2678,Ambedkar Nagar,1936.0,4.0,126.0,3
2679,Sarakki Nagar,2289.0,3.0,260.0,3
2680,other,1100.0,2.0,38.45,2
2681,Ramagondanahalli,2257.0,4.0,157.0,3
2682,Nagarbhavi,1055.0,2.0,55.0,2
2683,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3
2684,other,1700.0,3.0,97.0,3
2685,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
2686,Frazer Town,3500.0,4.0,330.0,3
2687,Rajiv Nagar,1263.0,2.0,93.32,2
2688,KR Puram,1559.0,3.0,69.315,3
2689,Kengeri Satellite Town,1043.0,2.0,65.0,2
2690,Hennur,1255.0,2.0,53.5,2
2691,JP Nagar,1352.5,2.0,93.865,2
2692,Chandapura,590.0,1.0,13.57,1
2693,Yelahanka,1550.0,3.0,120.0,3
2694,Sarjapur  Road,1220.0,3.0,56.0,3
2695,other,1900.0,3.0,160.0,3
2696,other,1360.0,3.0,55.0,3
2697,other,1100.0,2.0,75.0,2
2698,8th Phase JP Nagar,1455.0,3.0,73.31,3
2699,KR Puram,1035.0,2.0,40.5,2
2700,Harlur,1152.0,2.0,69.0,2
2701,Bellandur,1299.0,2.0,82.0,2
2702,Sarjapur  Road,1157.0,2.0,75.0,3
2703,Rachenahalli,1050.0,2.0,52.5,2
2704,Pai Layout,1050.0,2.0,40.0,2
2705,Vittasandra,1246.0,2.0,67.4,2
2706,other,1929.0,3.0,115.0,3
2707,Hennur,1285.0,2.0,60.0,2
2708,Margondanahalli,1200.0,2.0,65.0,3
2709,other,3161.0,4.0,214.0,4
2710,BTM 2nd Stage,1850.0,3.0,170.0,3
2711,Sompura,1025.0,2.0,37.0,3
2712,Malleshwaram,1124.0,3.0,80.0,2
2713,Balagere,1012.0,2.0,54.59,2
2714,Giri Nagar,4500.0,5.0,250.0,7
2715,8th Phase JP Nagar,871.0,2.0,55.0,2
2716,other,1020.0,2.0,40.0,2
2717,Rachenahalli,1550.0,3.0,73.5,3
2718,other,3515.0,3.0,420.0,3
2719,Akshaya Nagar,1410.0,2.0,80.0,3
2720,Chikka Tirupathi,3500.0,5.0,150.0,4
2721,Whitefield,1118.0,2.0,75.0,2
2722,Thanisandra,1098.0,2.0,68.0,2
2723,Kanakapura,1130.0,2.0,45.2,2
2724,Sarjapur  Road,1145.0,2.0,75.0,2
2725,Kadugodi,950.0,3.0,80.0,3
2726,other,1051.0,2.0,33.0,2
2727,other,600.0,7.0,108.0,7
2728,Marathahalli,1102.0,2.0,53.67,2
2729,Jalahalli,1478.0,2.0,125.0,2
2730,Chandapura,645.0,1.0,16.45,1
2731,Hebbal,823.0,2.0,50.63,2
2732,Abbigere,880.0,2.0,35.0,2
2733,KR Puram,600.0,5.0,75.0,4
2734,Budigere,1991.0,4.0,100.0,3
2735,TC Palaya,1100.0,3.0,50.0,3
2736,Gubbalala,1745.0,3.0,115.0,3
2737,HAL 2nd Stage,1226.0,3.0,135.0,2
2738,Begur Road,680.0,4.0,68.0,3
2739,other,1100.0,2.0,70.0,2
2740,Banashankari Stage VI,1200.0,4.0,195.0,4
2741,5th Phase JP Nagar,1450.0,2.0,58.0,2
2742,Singasandra,3366.0,4.0,120.0,4
2743,Sahakara Nagar,1150.0,2.0,54.0,2
2744,Kanakpura Road,1843.0,3.0,95.84,3
2745,Banashankari Stage VI,2200.0,4.0,195.0,4
2746,Bommanahalli,1090.0,3.0,44.0,2
2747,Kaggadasapura,1132.0,2.0,42.0,2
2748,Hulimavu,1375.0,2.0,80.0,2
2749,7th Phase JP Nagar,1500.0,5.0,220.0,4
2750,Thanisandra,760.0,1.0,50.3,1
2751,Kaggadasapura,1180.0,2.0,65.0,2
2752,Jigani,918.0,2.0,45.0,2
2753,Rachenahalli,600.0,5.0,50.0,5
2754,Margondanahalli,1200.0,1.0,53.0,2
2755,HSR Layout,1372.0,2.0,61.0,2
2756,other,2400.0,7.0,355.0,7
2757,Ardendale,1728.0,3.0,95.0,3
2758,Malleshwaram,2215.0,3.0,275.0,3
2759,BTM 2nd Stage,1200.0,2.0,80.0,2
2760,6th Phase JP Nagar,1280.0,2.0,56.0,2
2761,Hulimavu,800.0,4.0,110.0,4
2762,other,1455.0,2.0,56.0,3
2763,Rachenahalli,440.0,1.0,28.0,1
2764,Kanakpura Road,1500.0,3.0,97.0,3
2765,Whitefield,1800.0,3.0,110.0,3
2766,Mysore Road,1525.0,3.0,96.0,3
2767,Rachenahalli,1204.0,2.0,38.5,2
2768,Old Madras Road,1225.0,2.0,53.55,2
2769,Kalyan nagar,800.0,6.0,98.0,6
2770,Bannerghatta Road,1650.0,3.0,122.0,3
2771,Electronic City,880.0,2.0,18.0,3
2772,other,4200.0,4.0,255.0,4
2773,other,1200.0,2.0,55.0,2
2774,Sarjapur  Road,1152.0,4.0,230.0,4
2775,9th Phase JP Nagar,1005.0,2.0,42.0,2
2776,Whitefield,1562.0,3.0,103.0,3
2777,Devanahalli,5000.0,5.0,395.0,4
2778,Babusapalaya,810.0,5.0,95.0,6
2779,Ramamurthy Nagar,1200.0,2.0,42.0,2
2780,Kasavanhalli,1555.0,3.0,82.5,3
2781,KR Puram,1550.0,2.0,71.0,2
2782,Whitefield,1190.0,2.0,67.0,2
2783,Chikkalasandra,1070.0,2.0,50.0,2
2784,Sarjapur  Road,1800.0,2.0,28.785,2
2785,Jalahalli East,1020.0,2.0,42.48,2
2786,Yelahanka,1610.0,3.0,115.0,3
2787,other,700.0,1.0,41.0,1
2788,other,1300.0,2.0,49.0,3
2789,Hebbal,1420.0,2.0,123.0,2
2790,Vidyaranyapura,1200.0,9.0,100.0,9
2791,Hebbal,1069.0,3.0,65.4,3
2792,Marathahalli,1900.0,3.0,123.0,3
2793,Old Airport Road,1655.0,2.0,97.65,2
2794,Uttarahalli,1155.0,2.0,40.42,2
2795,Sarjapur  Road,1300.0,2.0,70.0,3
2796,Electronic City,1100.0,2.0,45.0,2
2797,Doddathoguru,1030.0,2.0,42.0,2
2798,Vittasandra,2105.0,2.0,70.2,2
2799,Bhoganhalli,1700.0,3.0,126.0,3
2800,Jakkur,1760.0,3.0,139.0,3
2801,Kadugodi,6200.0,9.0,200.0,9
2802,other,1400.0,2.0,67.0,2
2803,other,1200.0,2.0,53.0,2
2804,Bannerghatta Road,912.0,2.0,55.0,2
2805,Whitefield,1102.0,2.0,48.0,2
2806,other,1535.0,3.0,55.0,3
2807,Haralur Road,1243.0,2.0,46.0,2
2808,Jigani,918.0,2.0,63.2,2
2809,Begur Road,1500.0,2.0,70.0,3
2810,other,3000.0,3.0,250.0,3
2811,Kasavanhalli,1476.0,3.0,89.0,3
2812,Mysore Road,1200.0,2.0,65.0,2
2813,Vijayanagar,606.0,1.0,34.78,1
2814,other,1100.0,2.0,61.0,2
2815,Garudachar Palya,1295.0,2.0,59.5,3
2816,Neeladri Nagar,527.0,1.0,26.0,1
2817,OMBR Layout,1300.0,2.0,80.0,2
2818,Bommanahalli,680.0,4.0,68.0,3
2819,other,1260.0,1.0,41.0,1
2820,Koramangala,1140.0,2.0,75.2,2
2821,other,1500.0,1.0,37.5,1
2822,Whitefield,2321.0,4.0,128.0,3
2823,Sarjapur  Road,1390.0,2.0,62.0,2
2824,Sarjapur  Road,1725.0,3.0,90.0,3
2825,Hebbal,3067.0,4.0,310.0,4
2826,Hennur Road,1186.0,2.0,63.0,3
2827,Kanakpura Road,1230.0,2.0,85.0,2
2828,other,600.0,1.0,17.0,1
2829,Yeshwanthpur,1313.0,3.0,96.0,3
2830,TC Palaya,900.0,2.0,55.0,2
2831,Ambalipura,1250.0,2.0,66.25,2
2832,HBR Layout,1200.0,6.0,280.0,9
2833,Binny Pete,660.0,1.0,54.0,1
2834,Basavangudi,1036.0,2.0,105.0,2
2835,Koramangala,2700.0,4.0,450.0,4
2836,Old Madras Road,1100.0,2.0,70.0,2
2837,Devanahalli,1950.0,2.0,46.8,2
2838,BTM 2nd Stage,1500.0,2.0,450.0,4
2839,Singasandra,525.0,5.0,56.0,4
2840,Electronics City Phase 1,1015.0,2.0,56.0,2
2841,Gottigere,812.0,1.0,26.0,1
2842,other,1360.0,2.0,65.0,3
2843,Nehru Nagar,2167.0,3.0,170.0,3
2844,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
2845,other,1165.0,2.0,75.0,2
2846,BTM 2nd Stage,1274.0,2.0,70.0,2
2847,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
2848,Vidyaranyapura,1060.0,6.0,110.0,6
2849,Thubarahalli,1626.0,2.0,120.0,3
2850,Banashankari Stage V,1035.0,2.0,35.77,2
2851,other,1272.0,4.0,75.0,3
2852,other,965.0,2.0,45.0,2
2853,other,1600.0,5.0,140.0,5
2854,Kothannur,1070.0,2.0,42.79,2
2855,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
2856,other,780.0,2.0,25.0,2
2857,other,1000.0,2.0,65.0,3
2858,9th Phase JP Nagar,1200.0,3.0,188.0,4
2859,Tindlu,7500.0,7.0,400.0,7
2860,5th Phase JP Nagar,1700.0,2.0,100.0,3
2861,Haralur Road,1850.0,3.0,110.0,3
2862,Kereguddadahalli,904.0,2.0,30.0,2
2863,other,1121.0,2.0,43.72,2
2864,7th Phase JP Nagar,1385.0,2.0,58.17,3
2865,Sahakara Nagar,1270.0,2.0,69.85,2
2866,Kanakpura Road,1450.0,3.0,56.0,3
2867,other,2400.0,4.0,325.0,3
2868,Mahadevpura,730.0,1.0,35.0,1
2869,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
2870,Thanisandra,1111.0,2.0,50.0,2
2871,Kengeri,1125.0,2.0,88.0,4
2872,Varthur,977.0,2.0,36.0,2
2873,Gunjur Palya,674.0,1.0,19.9,2
2874,Nagarbhavi,600.0,3.0,83.0,3
2875,Sarjapur,2540.0,4.0,115.0,4
2876,Jakkur,1290.0,2.0,100.0,2
2877,Kumaraswami Layout,600.0,3.0,98.0,3
2878,Abbigere,795.0,2.0,32.54,2
2879,Kanakpura Road,700.0,1.0,35.0,2
2880,other,1463.0,1.0,142.0,2
2881,Vijayanagar,1000.0,3.0,140.0,3
2882,other,1306.0,2.0,58.0,3
2883,other,2401.0,3.0,185.0,3
2884,Bommenahalli,1670.0,3.0,135.0,4
2885,other,1875.0,2.0,235.0,3
2886,Marsur,1200.0,3.0,90.0,3
2887,Dodda Nekkundi,1804.0,3.0,121.0,3
2888,1st Phase JP Nagar,2065.0,4.0,210.0,3
2889,Hoskote,1225.0,3.0,40.0,3
2890,Thanisandra,1185.5,2.0,58.68,2
2891,Bellandur,900.0,2.0,56.0,2
2892,Binny Pete,1350.0,2.0,91.0,2
2893,Kaggalipura,700.0,1.0,36.0,1
2894,Mysore Road,1005.0,2.0,35.175,2
2895,Poorna Pragna Layout,1160.0,2.0,46.39,2
2896,Hennur Road,1680.0,3.0,99.27,3
2897,LB Shastri Nagar,1043.0,2.0,55.0,2
2898,Hoskote,1200.0,4.0,120.0,4
2899,Hebbal,1040.0,2.0,46.0,2
2900,Tindlu,1357.0,2.0,65.0,3
2901,other,1600.0,7.0,104.0,7
2902,other,1225.0,2.0,47.0,2
2903,other,1500.0,6.0,80.0,9
2904,Yelachenahalli,1130.0,2.0,40.0,2
2905,Basavangudi,2500.0,4.0,150.0,4
2906,Sultan Palaya,1700.0,3.0,120.0,3
2907,Doddathoguru,1549.0,3.0,65.0,3
2908,Yeshwanthpur,1400.0,2.0,100.0,2
2909,Dodda Nekkundi,1080.0,2.0,50.0,2
2910,Ulsoor,1180.0,2.0,100.0,2
2911,other,780.0,7.0,150.0,7
2912,Domlur,1800.0,3.0,150.0,3
2913,Haralur Road,1225.0,2.0,67.38,2
2914,other,890.0,1.0,75.0,1
2915,Abbigere,1005.0,2.0,39.59,2
2916,Whitefield,1320.0,2.0,95.0,2
2917,Anandapura,1475.0,2.0,50.0,4
2918,Kudlu Gate,1707.0,2.0,99.745,3
2919,other,1110.0,2.0,51.0,2
2920,other,1300.0,2.0,54.0,2
2921,other,600.0,3.0,86.0,5
2922,Electronic City,1128.0,2.0,65.35,2
2923,Jakkur,1452.19,2.0,100.0,2
2924,other,2400.0,3.0,290.0,3
2925,Banashankari,2600.0,4.0,135.0,3
2926,Sarakki Nagar,2500.0,4.0,325.0,3
2927,Sanjay nagar,630.0,1.0,35.0,2
2928,Hosa Road,1243.0,2.0,48.5,2
2929,other,960.0,2.0,32.0,2
2930,other,1690.0,3.0,100.0,3
2931,Whitefield,735.0,2.0,35.0,2
2932,Banaswadi,1365.0,2.0,73.0,2
2933,Rajaji Nagar,2849.0,5.0,300.0,5
2934,Hebbal,1420.0,2.0,99.39,2
2935,Somasundara Palya,1570.0,3.0,68.0,3
2936,Bisuvanahalli,850.0,1.0,32.0,2
2937,7th Phase JP Nagar,1575.0,2.0,110.0,3
2938,Thigalarapalya,1418.0,2.0,104.0,2
2939,Uttarahalli,1050.0,2.0,42.0,2
2940,Hennur Road,1065.0,2.0,42.6,2
2941,Ulsoor,1340.0,3.0,90.0,3
